12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,0
